Accession,A_NAT_151,A_NAT_264,A_NAT_661,A_NAT_692,A_NAT_803,A_NAT_919,A_T_151,A_T_264,A_T_661,A_T_692,A_T_803,A_T_919,I_NAT_160,I_NAT_253,I_NAT_557,I_NAT_693,I_NAT_954,I_NAT_978,I_T_160,I_T_253,I_T_557,I_T_693,I_T_954,I_T_978
Q93062,22.7058,23.2887,22.7273,22.9308,23.0269,22.1177,21.7638,21.7448,22.3315,22.2951,22.6381,21.8514,22.6344,22.8791,22.5043,22.5206,22.4766,23.1772,21.9365,21.485,22.3352,22.3567,22.0607,23.2357
Q93099,25.3776,20.6016,23.797,25.1195,25.2328,24.8552,22.9295,23.3217,25.4247,20.0137,23.9085,24.4531,25.7906,24.4791,25.6112,25.4249,25.1699,23.8058,24.7212,24.937,25.603,24.3042,25.763,23.6543
Q969G5,25.1007,25.2001,25.4884,25.8103,26.0194,25.3671,24.2362,24.891,25.3336,24.6876,24.5808,24.5145,25.0412,24.8429,25.7574,25.3921,25.5439,26.3007,24.7938,24.1279,25.0907,25.4531,24.9475,26.4592
Q969H8,23.6446,22.897,22.932,23.7063,23.8621,23.9145,24.1657,24.1017,23.7782,24.843,24.031,24.7284,23.0601,22.589,24.0983,24.0067,23.8262,23.5709,24.3176,24.232,24.2748,24.2592,24.4997,23.7187
Q969V3,22.3525,22.5936,20.3574,22.4265,22.7171,19.8459,23.0514,23.737,21.1932,22.0936,22.1707,22.0739,21.5576,22.8366,22.016,22.8135,22.4011,22.6529,22.0417,23.1436,22.8507,22.6374,22.3562,22.3108
Q969X5,26.1381,24.4517,24.9193,25.6391,25.9246,25.6842,27.1667,27.0417,25.3711,26.2008,26.0888,26.758,25.6183,24.7259,26.2336,26.6513,26.3789,25.8557,26.7918,26.5106,26.4803,26.498,26.6987,25.2864
Q969Z3,20.7489,21.4653,21.1481,21.0209,21.1827,20.9254,22.2743,21.5657,20.6932,20.8308,20.9322,21.2834,20.306,21.4892,21.8264,21.4379,20.977,20.9606,20.57,21.7502,21.9791,21.2054,21.2405,21.3346
Q96A00,22.5751,23.2995,21.4012,22.8777,22.2586,20.754,19.8074,21.6206,21.2654,21.7273,22.5625,19.8383,21.4098,22.2239,22.0766,21.9185,21.4936,22.5602,19.7532,21.4198,20.4115,21.9616,21.5842,22.2799
Q96A26,24.1142,23.1032,23.1319,23.6077,23.7985,23.4248,23.7647,23.6264,23.3756,23.137,23.9572,24.9342,24.0223,23.4723,23.7668,23.6412,23.7774,23.4303,24.032,24.7984,24.0818,23.8654,23.2991,23.1261
Q96A33,24.3123,22.6624,22.3057,23.6638,24.1006,23.1169,24.4892,24.0105,23.3801,24.1542,23.8832,24.4195,24.3894,22.332,23.7918,23.9211,24.2471,23.5123,24.2022,24.6252,23.5696,24.422,24.2676,22.6741
Q96A49,23.5438,21.1212,20.4639,22.9608,23.3382,22.6147,23.0615,22.8025,23.0123,23.4777,23.5234,23.5599,22.7358,19.6063,23.4326,23.8427,23.452,22.549,22.8598,23.0463,23.3153,23.5893,22.8734,22.2537
Q96A65,22.6522,22.4344,22.39,22.5107,22.6099,22.5827,22.7944,22.5944,22.5774,22.7047,22.4259,22.9528,22.5451,22.2998,22.6582,22.7418,22.2318,22.8104,22.939,22.8462,22.7347,22.326,22.1999,22.62
Q96AB3,24.2807,23.7915,23.8896,24.0666,24.2947,23.5132,24.3553,23.6024,23.8162,23.8154,24.4428,24.5051,23.9316,24.1441,23.4103,23.7352,23.4664,22.8282,23.3782,24.9204,23.7131,24.2754,23.4174,23.3961
Q96AC1,27.9204,29.0648,28.5963,28.1547,27.6895,28.3585,27.434,26.9166,28.4295,28.1216,27.6794,27.0334,28.0577,28.4786,27.9812,27.8284,27.6171,28.5505,27.5398,26.7861,27.6141,27.9538,27.4927,28.2249
Q96AE4,24.5522,24.032,23.6562,24.3579,24.384,23.5658,24.7197,25.7196,24.7389,24.7108,24.5687,24.8543,24.6137,22.794,24.3845,24.7201,24.3604,24.1454,25.1741,25.0678,24.5967,24.5105,25.0857,23.6109
Q96AG4,25.1211,24.4919,24.3142,25.1289,24.9695,23.6976,25.5282,25.5677,24.5894,25.3129,25.7795,25.2163,24.3351,24.6337,25.1443,25.6162,25.2172,24.2492,24.9397,25.5575,24.9465,25.1842,25.2133,24.1975
Q96AM1,23.547,23.9396,23.6587,23.9392,23.9911,23.3589,23.2616,22.6767,23.9849,21.5232,23.4126,21.7582,23.4966,23.876,23.6521,23.506,23.2332,24.3706,22.4253,22.3699,23.3112,23.836,22.568,24.4339
Q96AT9,23.0185,23.0799,22.9339,23.0778,23.7117,23.4922,22.4104,22.9613,22.5516,23.0052,22.7438,22.7106,22.9364,22.9856,23.392,23.2823,22.9381,22.6516,22.5519,22.727,22.944,23.003,23.1187,22.8199
Q96BJ3,19.0608,22.4924,22.29,21.8159,21.946,21.2932,21.918,20.6344,22.1818,21.8794,21.7997,21.7833,21.9976,21.3245,21.9607,21.9416,21.5277,19.7128,22.1129,20.3131,21.7371,21.7293,21.8729,22.4804
Q96BM9,25.3035,25.0848,24.9203,24.9283,24.9287,25.151,25.6936,25.991,24.7377,24.8302,25.5555,25.1791,25.3331,25.3814,25.1738,25.1738,25.2113,24.6852,24.8119,25.7121,24.8413,24.9371,24.3847,24.7115
Q96BW5,22.4164,20.2332,20.0109,22.5331,22.1793,23.2585,23.524,21.6886,21.9659,21.693,21.7283,22.8347,21.7029,20.8831,22.5788,23.3051,22.3862,21.7341,22.7497,23.7019,23.1645,23.0607,21.4426,20.2931
Q96C19,23.3955,23.6483,23.9354,24.0727,24.2693,22.1273,22.7601,23.8148,23.9696,23.078,23.8343,23.0878,23.7414,24.1091,24.2728,24.4522,23.6871,24.0799,23.5424,24.0746,23.7641,23.4111,22.6692,24.4924
Q96C23,23.7404,23.4851,23.1692,23.7292,23.8366,23.3987,22.8826,22.4938,20.5437,22.9001,22.4354,22.9694,23.6481,23.2541,24.2431,24.0824,23.4772,23.287,23.9223,22.9571,23.6931,23.6513,22.9543,22.6275
Q96C86,21.9787,19.6396,23.0978,22.693,23.1239,22.0425,22.5604,23.3927,22.6683,22.9236,22.7301,23.1471,23.0758,22.1612,22.9303,22.6615,22.8921,22.2785,23.8518,22.9718,22.6128,22.3407,22.9617,23.198
Q96CN7,24.7778,25.104,24.0098,24.2688,24.2609,23.9425,25.3588,24.8195,24.5389,24.1238,24.9223,24.399,24.2356,24.2882,24.8296,24.317,24.6244,25.0178,23.8057,25.0741,25.0434,24.0569,25.0087,24.551
Q96CS3,23.9633,23.3052,23.8932,23.406,24.0091,22.4547,24.2958,24.1591,23.7928,23.6866,23.9214,24.0147,23.6948,23.0088,23.7364,23.9676,23.7553,22.8187,23.9251,24.3785,23.7602,23.8446,23.7126,20.3751
Q96CW1,24.5408,24.7151,24.4348,24.1005,24.4566,24.1954,24.4538,24.6633,24.3913,24.7886,25.0423,24.3864,24.2671,23.9893,24.1327,24.4027,24.1663,24.2606,24.4735,24.4183,24.1306,24.3271,24.2133,24.2367
Q96CX2,22.2651,23.6127,23.6533,22.4256,23.0127,22.3327,23.5492,23.6042,23.4631,24.0662,23.9113,22.6756,22.3951,22.8199,22.673,22.8111,23.184,23.5983,23.2957,23.9874,22.9679,22.6566,23.205,23.3699
Q96DB5,21.8746,19.2894,19.5452,21.7556,21.5969,20.8038,22.7799,21.7611,20.3821,21.2807,22.4129,21.9189,21.6293,20.9337,21.2639,21.508,21.6468,20.2889,22.1512,22.6076,21.514,21.7455,22.182,21.1024
Q96DC8,22.8003,22.2379,20.9875,22.2138,21.6996,21.979,19.6094,23.4699,20.8814,21.729,21.2488,22.5287,23.0983,21.8256,23.3991,22.8087,22.5282,21.8849,23.0308,22.8046,23.1694,22.9049,23.5694,21.8603
Q96DG6,24.2394,22.5853,23.4011,24.1193,23.5656,24.0117,22.7006,22.0181,22.848,22.6809,23.1306,23.7883,24.6288,23.9271,24.4992,24.8615,24.1893,24.173,23.6373,24.5522,24.6117,23.863,22.9349,24.1112
Q96DH6,23.123,20.5935,19.8596,22.5505,22.7737,22.567,22.5618,23.0164,22.4775,22.8232,22.6158,22.4886,22.8356,21.8159,22.9323,23.069,23.1129,21.9112,22.8563,23.0264,22.7566,22.0839,23.0173,19.9211
Q96DI7,21.2843,21.7813,22.342,21.8355,22.1434,20.3639,22.1115,23.7948,21.1547,22.5178,22.3717,22.4147,20.0881,20.4439,22.3341,22.3567,22.7634,22.3704,22.4713,21.1696,22.6304,22.3172,22.6329,20.8796
Q96EK6,23.7701,21.6667,21.5517,22.7743,23.4853,20.8321,25.0974,23.0606,23.2302,23.9346,24.3664,23.8825,23.1343,22.3618,23.9655,23.5153,23.2013,19.9361,24.5191,24.777,24.1103,24.1486,23.5243,22.4946
Q96EP5,23.07,23.0679,23.3158,23.4408,23.381,22.4244,23.5243,24.2299,22.1394,23.4927,23.7112,23.4639,23.5683,23.2313,23.531,23.8817,23.355,22.8884,23.7725,23.7314,23.7263,23.0017,23.7216,23.099
Q96EY8,22.6149,20.8973,21.5397,22.2147,22.1307,21.914,22.1771,22.4347,20.5405,20.5776,22.3306,21.0446,22.4796,23.0197,22.3752,22.0128,21.6963,19.2356,22.6658,22.9702,21.9896,20.8814,21.5029,22.239
Q96FJ2,24.4044,23.69,24.9904,24.0106,23.9,24.7279,24.0926,23.7897,23.967,24.211,23.4411,24.8535,24.92,24.2183,23.8358,23.8206,23.83,23.5167,24.9498,23.4711,24.2038,24.1762,22.624,23.7793
Q96FV2,23.855,23.9471,23.8259,23.8917,24.4871,24.1802,23.1238,23.8454,24.125,23.4711,24.7276,23.5801,22.9566,24.056,24.3956,23.7644,23.8322,23.6849,22.979,23.9258,24.0741,23.6978,23.6729,23.5006
Q96FW1,25.0613,24.5105,25.0885,25.0161,25.0719,25.2098,25.2382,25.2398,25.3842,25.0847,24.7267,25.1368,25.0045,24.5754,24.9122,24.9066,24.9343,25.1854,25.4414,25.3515,24.8025,25.0629,25.2134,24.9792
Q96G03,26.0415,25.5051,26.152,25.736,25.3843,23.8733,25.7529,26.466,25.8583,26.0371,26.4107,25.1247,25.4707,25.6905,25.6298,25.1718,26.2646,25.5227,25.6986,25.3145,25.4037,25.6964,25.9297,25.6319
Q96GA7,19.8856,20.9068,20.3709,19.3616,20.1259,20.2164,20.7491,20.574,20.2651,19.9093,20.7705,21.4508,20.141,20.2842,21.0305,20.5192,20.1659,20.8463,19.3895,20.8838,21.0014,20.035,19.8093,20.6149
Q96GG9,21.2981,21.8825,20.7696,21.4834,21.7664,20.8061,21.6592,21.7554,20.8212,21.2438,21.6309,21.0447,21.1503,20.6629,21.8062,21.5574,21.6639,21.3701,21.3011,19.6888,21.2083,21.057,21.7063,21.6318
Q96GK7,21.9349,21.938,23.0023,21.7422,22.1883,21.4199,22.4609,23.1445,21.5926,22.4811,23.0837,21.4494,21.127,22.4667,22.3192,21.8566,22.1252,21.2279,21.8399,22.9067,22.1226,21.7316,22.3258,21.9132
Q96GQ5,22.3368,22.1398,21.6561,22.2396,22.1036,21.4398,22.3719,22.1976,22.0544,22.1461,22.3226,20.4436,22.1994,20.9439,22.1694,22.2886,20.1285,21.9563,22.4796,21.9914,22.3509,22.0545,22.3669,21.7802
Q96GX9,23.2758,21.1182,23.1993,23.4504,22.9925,22.5235,23.6725,23.9618,23.6343,23.9096,23.4814,23.6139,23.1648,22.9593,23.1329,24.1114,24.0065,19.5536,23.6371,23.9863,23.2808,24.2227,24.3902,22.8136
Q96HC4,26.5752,26.4674,26.3813,26.5524,26.0693,26.7794,26.5644,26.4244,26.2214,26.5813,26.135,26.44,26.2102,25.6171,26.5501,26.3762,26.2394,26.4276,26.2088,25.9348,26.2468,26.6711,26.1283,26.4409
Q96HE7,23.2205,23.7316,23.8456,23.2859,23.3527,22.6717,23.6798,23.4656,22.9222,23.2259,23.6649,23.0901,22.9109,23.0774,22.8586,23.2034,23.3681,23.4486,22.8813,23.4432,22.9787,23.3593,23.0087,23.4842
Q96HU1,23.2464,21.1514,19.348,22.2481,22.3963,21.1989,23.3204,21.5513,20.9165,22.9291,22.0358,23.5324,22.3536,20.6801,23.2452,23.3826,22.3619,21.1759,23.3408,23.4135,22.2868,23.5497,22.5066,20.0861
Q96HY6,23.4035,22.5363,22.3413,23.1034,22.9493,22.4439,23.4102,23.0621,22.6887,22.7126,22.6897,22.977,22.7362,21.9792,22.9937,23.6035,23.4702,23.0177,22.9808,23.4815,23.5628,23.3711,23.4061,22.8212
Q96I15,21.5777,22.3176,21.1886,21.3588,21.7513,21.5908,20.4328,22.043,22.1665,20.2438,20.476,21.8977,21.6834,21.6747,23.5941,20.6196,21.9703,21.6023,20.5536,22.0254,23.7924,21.6619,21.4136,21.9286
Q96I24,24.1337,23.5442,23.8357,23.8117,23.9658,23.5804,24.1551,25.0044,24.1345,24.3147,23.9389,24.6763,24.0338,24.0584,24.1039,24.2209,24.3108,23.115,24.7369,24.461,24.1197,24.1179,24.4375,23.1388
Q96I99,24.6537,24.4054,24.7381,24.8775,25.3091,24.458,25.2904,25.3705,24.6975,24.6103,25.5163,25.4041,24.573,24.9712,24.9687,25.2248,24.9083,25.1205,24.8513,25.4769,24.9894,25.4801,25.7615,24.9532
Q96IJ6,23.9848,20.28,23.2181,23.4937,23.7089,23.1187,24.5046,23.733,21.7314,24.6374,23.7726,24.1954,23.7314,22.1762,23.8072,24.2312,23.5705,22.2804,23.9109,23.9457,23.9616,24.5104,23.2636,22.3992
Q96IU4,24.4681,24.0478,24.1085,24.9695,25.2447,24.6131,25.4569,25.6679,24.0342,24.2058,25.1574,24.8068,24.8952,23.9304,25.5324,24.8662,25.0175,24.5682,24.8852,25.455,25.5317,24.3013,24.0234,24.6013
Q96IY4,22.8399,23.4623,22.441,23.1663,23.0852,20.3096,23.1484,22.5192,22.8913,22.7402,23.5878,21.2154,22.4184,24.0098,22.4671,22.6426,21.7738,21.8368,22.6001,22.0956,20.6026,22.3101,22.5996,22.67
Q96IZ0,24.8268,25.5226,25.4305,24.9407,24.2038,24.8374,23.8774,23.896,25.1234,24.9456,23.9524,24.0715,24.6662,24.7954,24.6504,24.4936,24.6184,24.9993,24.3884,23.2388,24.5731,24.7928,24.483,25.4264
Q96JB2,22.4955,19.352,19.957,21.7264,21.8771,20.8571,23.0486,21.7368,21.8662,22.2023,21.5836,22.505,21.8143,20.8159,21.9706,22.5715,22.4454,21.3995,22.3499,22.6705,22.2672,22.184,22.5362,19.9056
Q96JB5,23.5322,22.7158,22.3896,23.2636,23.5813,22.5638,23.5938,23.6956,22.9659,22.9584,22.719,22.7292,22.6985,22.8729,23.3397,23.8203,23.6072,23.1297,23.546,23.6584,23.5622,23.5443,23.8485,22.6845
Q96JG6,21.7559,20.2239,19.8416,20.6605,21.2994,19.3071,21.1981,20.6701,20.8457,21.3554,21.084,21.2946,20.7341,20.807,20.6249,21.1283,20.9149,20.3672,21.492,21.3337,21.115,21.4242,20.8139,20.3002
Q96JJ7,21.7045,20.5943,22.5592,22.62,22.2754,21.7519,23.042,22.9288,20.9295,21.7803,22.4238,22.3624,21.3959,22.2997,20.6237,22.6604,21.9882,20.7549,22.4322,22.5533,22.3921,22.038,22.3765,22.0907
Q96JT2,23.3056,20.4725,20.0898,23.4922,23.0615,22.6399,22.9739,21.1412,20.2462,20.4018,20.359,23.7874,23.6743,21.9459,23.7649,23.8657,23.7117,21.4406,23.9901,24.3079,23.8038,23.4499,22.3888,20.5666
Q96K17,23.4738,22.2457,19.8403,23.3964,22.9822,22.6711,24.2266,24.204,22.5133,23.1457,23.1796,23.7032,22.8105,21.5227,23.2925,23.4628,22.5964,20.6309,22.6161,23.6572,23.1985,23.1634,22.7794,19.6695
Q96K76,21.0672,19.8511,20.7262,20.8473,21.4,22.1303,20.6722,21.3701,21.0818,20.8118,20.6962,21.3731,20.7928,20.6296,20.6758,21.2799,20.5371,20.0796,20.6375,21.329,20.9337,20.8955,21.1672,20.5862
Q96KG9,23.047,22.5494,21.7805,22.3999,22.6459,22.5896,23.2383,22.928,22.2177,23.2633,23.0433,22.5088,22.6966,21.8369,22.7501,22.7693,22.9289,21.8972,22.7801,23.3182,22.6057,22.9782,22.8964,22.3468
Q96KP1,22.086,22.1011,21.6809,22.1325,22.302,21.0826,22.292,21.9139,21.8493,22.2011,22.176,21.8168,21.9411,21.9082,21.8559,22.4619,22.3337,22.0981,22.0432,22.2713,22.1685,22.1489,22.0765,22.1695
Q96KP4,28.5001,27.3092,28.1874,28.3857,28.786,28.1742,29.235,29.1495,28.9383,28.2031,28.8398,28.7053,28.7776,28.2302,29.0717,28.724,28.9522,27.908,29.2031,29.5762,29.1731,28.6157,28.8946,27.6832
Q96KR1,22.015,21.0908,21.0583,22.1242,21.4115,20.0866,21.7036,23.3621,22.0849,21.9582,22.2121,22.2283,21.647,21.1719,21.666,22.3244,22.3866,21.6557,22.4962,22.2964,22.3356,21.978,22.4821,20.2947
Q96L92,22.0123,22.4867,21.9997,22.0947,22.415,21.9821,21.7641,22.1135,21.4818,22.0566,21.8147,21.9324,22.0145,22.5628,22.4565,22.4634,21.6842,21.9572,21.9788,22.426,21.8068,21.9313,22.0743,22.0948
Q96LJ7,22.6646,20.6864,21.6365,22.1411,22.0297,20.6001,23.9378,21.8944,21.5404,22.1594,22.5939,20.7629,20.8732,21.1007,22.7097,22.777,22.3209,21.4287,22.043,22.4737,22.5099,21.4591,22.0599,21.8433
Q96M27,23.6571,23.2855,22.7526,23.1914,22.9472,21.9178,23.728,22.9106,22.6479,24.2562,22.6083,23.0864,23.0176,20.8961,23.4753,21.9529,24.2249,23.5392,22.328,23.9601,23.2032,24.3144,24.4396,22.096
Q96N66,23.2102,23.4187,23.1936,22.7823,23.1363,20.0434,23.0091,22.0178,23.0254,20.1124,22.9614,23.4977,23.0329,22.4844,22.3368,22.2687,22.8874,23.3572,22.89,21.8768,23.2387,22.8502,22.9121,23.2664
Q96N67,20.8273,20.9616,21.543,21.1022,20.5002,21.9067,21.5804,22.776,21.7077,21.4281,21.7307,21.3838,21.175,21.872,19.9717,20.4954,21.3703,19.349,22.5186,22.0139,21.2407,21.43,21.8809,21.3176
Q96P70,20.7761,20.5779,20.453,19.8368,21.0314,20.7501,21.3235,20.7074,20.6544,21.7904,20.9415,20.8201,21.7551,21.7322,21.0232,20.937,20.9404,20.7904,21.2,21.0612,20.9949,21.3329,21.4351,20.873
Q96PD5,23.5961,23.5431,22.6755,23.2508,23.3124,22.9441,23.1,20.8462,23.8591,22.6913,22.8469,21.8586,22.6558,25.6759,22.7667,22.762,21.9916,23.6182,20.6372,23.3072,22.615,22.9304,22.4064,23.5177
Q96PK6,23.9041,24.0141,23.8268,24.0137,23.9529,23.7245,23.6084,24.7581,24.1635,24.4243,24.6041,24.1334,24.0696,22.9411,24.0423,24.3122,24.1072,23.412,24.8621,24.6575,24.4711,24.5555,24.8537,23.5299
Q96PU5,24.724,20.4975,22.3723,24.172,23.7012,25.8318,24.8572,25.0638,23.8637,24.6521,26.0664,25.0185,23.5839,20.8317,24.7333,25.4413,24.3561,25.5335,24.3051,24.9742,24.8365,24.6261,24.9764,20.5788
Q96Q06,24.2669,24.4757,24.1592,25.2109,24.489,24.234,20.8073,20.3397,23.6625,22.8211,20.0381,21.8197,24.1987,24.3341,24.3189,23.7891,23.5512,24.6979,22.9655,20.6535,23.0392,24.5228,19.2779,24.9336
Q96QK1,26.136,26.1123,25.9822,25.862,26.2006,25.5619,26.6838,26.3434,26.1791,26.1807,26.3096,26.1178,25.6681,25.7398,26.3756,26.4845,26.3776,26.2862,26.1763,26.5403,26.3318,26.4994,26.7023,26.2213
Q96QR8,21.1135,21.3907,20.6147,21.4,21.3494,20.9987,21.2937,21.9513,21.799,21.4093,21.3599,21.6839,21.0256,20.5346,21.518,21.6273,21.4609,20.4722,22.4156,21.2372,21.3755,21.339,21.4413,21.0651
Q96RF0,21.1155,22.0807,21.9659,21.3129,22.0275,20.4049,21.8228,20.8733,21.5326,21.6338,22.4335,21.2796,21.3208,21.8844,21.1747,21.3501,20.994,21.8204,21.0999,21.617,21.4199,20.1181,21.4618,21.5862
Q96RP9,21.9878,19.643,20.5794,21.6595,21.8297,21.1745,22.9172,22.5485,21.4267,21.8388,23.7159,23.3141,20.6211,21.4282,22.0865,21.9842,22.3868,20.6966,21.7578,23.0712,21.9613,21.7011,22.1951,21.2705
Q96RQ3,23.4044,23.1845,23.4325,23.5221,23.6183,22.5155,24.4947,25.231,23.565,23.5453,26.6132,24.1633,22.5784,21.6033,23.7493,23.7834,24.1736,22.8537,24.1513,24.7558,23.8553,24.3655,23.8924,22.8294
Q96S44,21.8151,20.0366,20.2726,20.3903,22.0297,20.9878,22.4478,22.4559,21.6749,22.5032,22.5631,21.8321,21.5131,21.0768,22.2251,21.8763,21.7126,21.1778,21.7616,22.4573,21.7636,22.1446,22.3727,19.4533
Q96S97,24.0673,26.3854,24.9585,25.3346,25.3443,25.4481,24.9244,25.1408,25.1233,24.0772,25.1152,24.0387,24.4302,25.8956,25.2218,25.2637,24.781,25.5897,24.3347,24.1061,25.0697,24.2472,24.5172,25.0872
Q96TA1,25.6575,24.4139,25.3492,25.693,25.726,25.2548,25.5617,25.4839,25.2297,25.3968,25.6163,26.0519,25.6799,23.7813,25.7355,25.947,25.8273,24.9703,25.6785,25.7929,25.8702,25.8819,25.7714,25.4646
Q99417,20.5899,22.6028,21.7433,23.1493,24.1068,22.2035,21.0804,19.9586,22.7467,22.698,23.3248,22.4603,22.8683,21.1399,23.2015,23.4811,23.4237,22.7722,22.4293,23.3133,23.1387,23.0605,22.9032,22.9699
Q99426,22.9195,23.4081,23.1019,22.5301,22.6906,22.4207,22.7686,22.4935,22.6377,22.4626,22.9203,22.24,22.2471,22.9307,22.4833,22.7807,22.3014,23.0681,21.7034,22.423,22.6206,22.3055,22.5635,22.9009
Q99439,24.7392,25.4618,24.5811,24.641,24.5479,24.1872,24.3491,24.9222,24.7405,24.1445,25.5702,23.8859,24.4079,24.1108,24.1175,24.0312,24.267,24.884,23.6539,23.1273,24.4722,24.1057,22.6134,24.4818
Q99447,21.8943,20.4287,22.0076,21.7271,21.9818,22.003,21.8373,22.3036,21.9309,21.8921,22.4328,22.2345,21.5352,21.9248,22.4112,22.3152,21.3698,21.5717,21.8743,20.7568,21.895,22.3755,21.5222,20.1687
Q99459,23.2862,22.7732,22.4334,22.4819,22.885,21.6004,23.3312,23.7924,23.0279,23.2577,22.7812,22.8472,22.8552,21.6999,22.3834,23.4955,23.0941,21.796,23.7649,23.1746,22.8876,23.1151,23.4364,22.2832
Q99460,24.9971,24.9535,25.0423,24.8576,25.005,24.8166,25.3865,25.4424,24.7485,25.2328,25.4146,25.035,24.7706,24.734,25.0162,25.1058,24.6726,24.4866,25.1251,25.4413,25.0049,24.8579,25.1827,24.1361
Q99471,20.759,22.2083,22.2275,22.0551,21.9462,22.0728,22.0132,22.9299,21.6875,23.052,22.7554,23.1384,21.5653,22.1697,22.3331,22.5188,20.9139,21.7761,21.8212,22.3693,22.7632,20.8754,19.7606,20.6295
Q99497,28.5359,28.2453,28.4401,28.7523,28.6228,28.3148,28.5138,28.722,28.5399,28.405,28.8404,28.5212,28.2727,28.4937,28.8747,28.5107,28.5865,28.3413,28.626,29.0596,28.8593,28.4625,28.8673,28.3083
Q99536,26.339,26.1174,26.747,26.2495,26.3739,26.4245,26.2026,25.7857,26.5263,26.1122,26.8787,25.9613,26.4675,26.0449,26.3978,26.7125,26.1638,26.2111,26.3977,26.4849,26.7894,26.5673,26.1091,26.3662
Q99538,23.3715,20.9914,22.6393,23.465,23.8353,23.7738,23.6012,25.5152,19.8502,23.9623,25.1794,23.548,23.0529,21.7939,24.5564,24.2482,22.1205,20.2406,25.0848,25.1869,24.913,24.304,24.3414,22.4991
Q99567,21.0531,22.0469,21.3185,19.5957,21.5349,19.7126,21.778,21.5019,21.7322,21.6679,21.7459,21.5733,20.8852,22.0026,21.5426,21.7156,21.5175,21.0208,21.905,21.9554,21.5682,20.9045,21.6795,20.8552
Q99611,21.8121,20.9965,20.0589,20.3038,20.7949,20.8942,21.6037,21.5159,20.5545,21.4239,21.549,21.5154,21.1504,20.5564,21.1053,21.1811,21.3955,20.5136,20.7081,21.9139,21.5039,21.511,20.9931,20.6425
Q99613,24.2009,23.8368,24.2437,24.2652,24.3278,24.0587,24.8433,24.3171,24.3763,24.699,24.4242,24.4174,23.8809,23.967,24.375,24.4668,24.1053,24.2663,24.737,24.8147,24.5718,24.2829,24.5079,24.3546
Q99614,21.9174,21.1981,21.855,22.0187,21.5867,21.6333,21.4434,21.6343,21.741,22.4983,22.4466,22.1933,21.9647,19.9295,21.8007,21.779,21.9288,21.9199,21.9612,21.8702,22.0013,22.2625,21.7015,21.1367
Q99623,26.4008,26.1696,26.3806,26.7674,27.0336,25.7217,26.7742,27.1529,26.4594,25.7441,27.3277,26.8235,26.2297,26.6331,27.1739,26.9849,26.921,26.962,26.6752,27.7417,27.126,26.7483,27.9766,26.7517
Q99627,22.4741,22.7463,21.5087,22.6943,23.3831,23.1337,23.1888,22.5967,22.7873,20.5235,22.3435,21.9178,19.9034,22.2323,23.1455,23.0209,22.4038,22.8079,23.2525,22.7544,22.7828,22.2513,22.6571,20.1989
Q99643,22.8625,23.3691,23.0342,22.9081,23.0061,23.0906,20.6114,22.4255,23.4061,22.7477,19.6804,22.9045,19.9389,22.8074,23.2325,22.8428,23.0519,23.4549,22.8382,23.4264,19.6208,23.235,19.4377,23.1294
Q99653,22.6223,21.9577,22.1936,22.1955,22.4101,22.0996,22.3588,21.5617,22.1354,21.3785,22.3816,23.1314,21.8038,21.5889,22.2959,22.334,22.4667,22.118,21.8039,21.998,22.2481,20.4523,20.5913,19.7482
Q99714,25.9692,25.5218,25.5517,25.6667,25.7768,25.1777,26.1008,26.501,25.6355,25.455,27.1688,25.961,25.6058,25.5569,26.0931,26.0723,26.0239,25.8326,25.6202,26.6003,25.8452,26.28,26.4691,25.6203
Q99715,27.8799,28.6548,28.7217,28.5423,27.9309,28.644,27.9352,27.754,29.6289,28.9854,30.3914,29.8179,28.0104,28.7584,28.9473,28.0963,28.1011,28.2685,27.5183,28.3203,28.9798,28.2486,27.7365,29.1275
Q99729,22.405,22.958,22.5556,23.0723,23.2557,20.43,22.162,23.6793,22.423,22.2226,23.7501,22.7533,22.1134,22.5732,22.6961,21.1389,22.3205,22.7914,22.5728,23.7355,22.7532,22.9588,23.5692,22.9485
Q99733,24.8439,24.8574,24.8911,25.0537,24.7923,24.9197,24.72,25.0711,25.0121,24.7984,24.9875,24.8925,24.707,24.6194,24.7961,24.8809,24.7579,24.882,25.1609,24.8068,24.7968,24.9206,25.1619,25.2617
Q99747,21.7701,21.7903,20.26,22.2448,22.3892,21.699,22.329,22.4924,21.6412,20.6934,21.5847,21.8132,22.1059,22.5298,22.8689,22.0989,21.9754,22.0438,21.8252,21.7199,22.1992,22.4636,21.6542,21.8106
Q99798,27.7652,27.7563,27.7166,28.1518,28.2827,27.7359,28.2999,27.7588,28.0239,27.8538,28.5143,27.9367,27.8098,28.17,28.0943,27.9838,28.1688,27.9861,27.9772,28.7143,28.1167,28.3214,28.4386,28.0012
Q99805,25.9276,23.2172,24.9538,25.7851,25.6269,25.0411,26.7017,26.5275,25.568,27.0262,26.108,26.4726,25.7081,24.9664,26.1759,25.9584,25.875,24.8081,26.6819,26.6023,26.3141,26.2523,26.4934,24.3491
Q99816,19.0686,22.6696,22.2477,21.6829,22.4437,22.553,22.9771,22.4203,22.5919,22.5643,23.1406,22.3431,22.4803,22.1375,22.573,22.4456,22.2797,22.4835,22.8547,22.902,23.2348,22.4805,22.4119,22.401
